ID,Interest_Rate,EMI
APPI20381166809,15.5,1034
APPI20408804607,13,337
APPI20412588639,20,560
APPI20412751616,25.5,1204
APPI20423477804,15.5,1203
APPI20433371014,20,954
APPI20480888023,31.5,397
APPI20482006826,16.75,986
APPI20488415428,20,509
APPI20496019815,20,446
APPI20515912441,31.5,701
APPI20531114601,15.5,120
APPI20552414432,31.5,649
APPI20565546438,15.75,488
APPI20566262202,14.49,1176
APPI20579349643,20,795
APPI20591624821,16.75,1088
APPI20591685041,24,981
APPI20621322209,14.85,833
APPI20623084035,20,768
APPI20630668838,13.5,3451
APPI20639429043,17,1731
APPI20646559408,13.99,513
APPI20648707004,13,1556
APPI20700727438,16.5,708
APPI20716404641,16.25,706
APPI20743716225,27,686
APPI20755914018,20,954
APPI20771701446,31.5,454
APPI20775805831,15.25,972
APPI20784793646,18.25,1003
APPI20785597809,13.5,1012
APPI20795369603,19.75,1054
APPI20804256401,13.5,3249
APPI20809205222,19,922
APPI20815123843,24,529
APPI20816943411,20,2437
APPI20833997845,16.75,124
APPI20850695826,20,1060
APPI20853131638,28.5,1370
APPI20864452212,15.5,2261
APPI20878629225,18.25,1814
APPI20893378206,13.49,1035
APPI20904986844,13.49,1597
APPI20912518428,19,934
APPI20929807809,28.5,703
APPI20937119418,16.75,1038
APPI20943701801,17.5,754
APPI20958261635,13.25,2695
APPI20960109617,13.99,480
APPI20963212217,13.99,1694
APPI20967496635,20,509
APPI20970481244,18.15,1031
APPI20971299249,15.5,1404
APPI30004682034,20,795
APPI30008652628,13.99,480
APPI30016644048,14.85,1518
APPI30035701433,28.5,703
APPI30063318608,18.25,817
APPI30074062215,15.75,1241
APPI30079584613,20,768
APPI30096081047,14.85,1186
APPI30097813003,15.75,726
APPI30135109248,15.25,1739
APPI30140647841,20,1060
APPI30152105028,18.4,1076
APPI30155509614,13.99,480
APPI30186364403,20,926
APPI30195125241,15.25,348
APPI30216445816,14.8,1184
APPI30221299024,13.49,541
APPI30222932412,28.5,703
APPI30232884436,14.85,711
APPI30240953825,20,1166
APPI30244969417,18,1270
APPI30257206805,13.99,898
APPI30264125805,20,768
APPI30272637034,31.5,822
APPI30275975014,20,483
APPI30278811822,16.75,493
APPI30285338821,20,1522
APPI30303079245,20,530
APPI30315627636,31.5,1070
APPI30319331234,20,1934
APPI30332855424,13.99,1709
APPI30339382438,15.5,1151
APPI30341464218,20,397
APPI30358852422,20,1018
APPI30359756836,28.5,1195
APPI30361906448,16.75,1066
APPI30364487247,35.5,228
APPI30368945825,27,1796
APPI30376154237,19,1297
APPI30376471601,20,1018
APPI30383372425,18.25,885
APPI30388043806,13.99,960
APPI30406961025,31.5,738
APPI30422295411,14.85,2253
APPI30427376423,15.5,698
APPI30459457202,13,1146
APPI30467115248,13,933
APPI30483872416,16.15,1220
APPI30491532225,18.4,768
APPI30498076432,25.5,400
APPI30499739825,20,926
APPI30513764034,37,603
APPI30545312221,20,509
APPI30558849225,31.5,866
APPI30590871218,18.4,545
APPI30596204236,16.25,3497
APPI30599067636,15.25,1044
APPI30622665641,24,575
APPI30646464024,20,609
APPI30649162416,13,912
APPI30657313402,17.5,729
APPI30660432225,15.25,1118
APPI30663677003,20,583
APPI30664269032,18.25,945
APPI30682115427,20,768
APPI30686541614,13.99,1977
APPI30733567807,15.25,1674
APPI30735768644,20,822
APPI30745371247,31.5,811
APPI30746732811,16.75,1178
APPI30747284607,20,795
APPI30775041842,20,530
APPI30776728048,15.25,1808
APPI30786503206,17.75,1494
APPI30814973608,35.5,785
APPI30822871647,13,910
APPI30827219608,15.25,419
APPI30832769416,24,863
APPI30839377402,31.5,779
APPI30844907418,32.5,983
APPI30849456638,16.75,494
APPI30858482238,16.75,247
APPI30860586234,20,926
APPI30869032816,13,1786
APPI30873521829,15.25,1739
APPI30874429223,18.5,770
APPI30884754413,19,1100
APPI30885971001,13.75,2588
APPI30898083601,31.5,737
APPI30898766213,24,1036
APPI30922171404,20,609
APPI30931651407,14.85,968
APPI30933467427,19,519
APPI30940018203,16.75,1137
APPI30940177221,20,1086
APPI30954361421,20,743
APPI30955207808,14.85,1749
APPI30962109427,15.25,2376
APPI30995368039,31.5,701
APPI30996147222,35.5,455
APPI40002426803,31.5,885
APPI40008119625,13.99,991
APPI40014303407,14.5,118
APPI40016089403,20,874
APPI40022659022,18,762
APPI40033612002,15.25,4175
APPI40036071613,15.25,1739
APPI40039046429,15.75,1752
APPI40041668648,17,1876
APPI40047064031,19,1038
APPI40054702002,14.85,996
APPI40060743012,28.5,1124
APPI40073915442,13.99,1967
APPI40096397029,16.5,2774
APPI40097875429,20,530
APPI40102304238,11.99,3159
APPI40105048815,13.49,1083
APPI40105693648,15.25,2392
APPI40110238405,15.25,478
APPI40122301634,20,795
APPI40123992248,37,357
APPI40134901429,31.5,369
APPI40135469604,13.25,2769
APPI40138536012,17.5,718
APPI40153273843,24,1020
APPI40207076027,35.5,411
APPI40212226205,14.25,1170
APPI40218488447,18.4,740
APPI40219773236,18.4,1076
APPI40222755027,19,1090
APPI40231995842,20,1491
APPI40251284825,31.5,369
APPI40259863808,20,1139
APPI40262103235,18.25,580
APPI40262761623,19,934
APPI40274405237,31,1484
APPI40292235601,20,874
APPI40311183848,20,530
APPI40312735632,20,662
APPI40323072828,18.15,1178
APPI40335653607,20,848
APPI40345136635,18.25,363
APPI40359483818,20,927
APPI40364723812,16.75,964
APPI40385027223,20,1115
APPI40398821235,16.75,1066
APPI40407056648,15.5,1180
APPI40408184428,20,1522
APPI40410821239,16.75,1066
APPI40450993036,14.85,2134
APPI40452576426,27,1028
APPI40459981023,28.5,833
APPI40461014427,16.25,709
APPI40462661834,14.85,3557
APPI40503614615,31.5,959
APPI40504228449,16.75,1293
APPI40521054205,28.5,1054
APPI40521721046,13,238
APPI40527503649,16.35,1078
APPI40574847833,20,913
APPI40583112615,20,1115
APPI40621373404,14.85,2087
APPI40626152841,14.85,278
APPI40631749636,13,2495
APPI40634283627,18.25,980
APPI40634951847,15.25,1118
APPI40641597609,13.99,960
APPI40660208845,16.75,840
APPI40670696819,24,863
APPI40694693409,31.5,775
APPI40696063031,31.5,884
APPI40700047249,20,609
APPI40701123435,14.5,827
APPI40708739244,28.5,1195
APPI40728945642,33,662
APPI40755607241,20,609
APPI40756045411,20,372
APPI40760725843,16.75,355
APPI40762459837,16.2,705
APPI40763664636,14.85,474
APPI40770386438,13.99,1475
APPI40784383425,16.75,493
APPI40787428816,16,623
APPI40788936417,16.75,791
APPI40793418216,13.5,4061
APPI40800148442,16.2,1058
APPI40801182023,14.85,2248
APPI40818028627,20,530
APPI40844635041,15.75,701
APPI40853576415,14.85,1166
APPI40855285228,14.49,1858
APPI40863011007,18.25,766
APPI40874365447,13.99,1831
APPI40888504839,13.49,677
APPI40906558806,31.5,775
APPI40915522633,15.5,487
APPI40916511016,13.99,898
APPI40916691807,14.85,555
APPI40934529624,16.75,766
APPI40940759425,14.85,237
APPI40947527212,31.5,567
APPI40958592629,14.85,1186
APPI40966389631,20,1115
APPI40970531816,37,928
APPI40979539602,16.75,890
APPI40992319017,20,1189
APPI50030177441,13.25,2746
APPI50040469417,20,927
APPI50044711402,18.25,885
APPI50050365204,18.15,943
APPI50061094649,18.15,589
APPI50068587023,20,372
APPI50087495037,28.5,1089
APPI50096764212,18,1157
APPI50123054446,18.25,842
APPI50123692834,12.99,3219
APPI50130837841,20,1855
APPI50133084636,20,446
APPI50135635631,13.75,1643
APPI50167162238,18.25,511
APPI50169882439,20,1522
APPI50187581001,31.5,397
APPI50198237012,20,1522
APPI50204647242,15.25,239
APPI50207334838,13,819
APPI50216609022,35.5,1060
APPI50217532815,16.35,1978
APPI50219474638,15.75,564
APPI50233249619,17.75,253
APPI50233451813,20,874
APPI50250116618,15.5,1431
APPI50254275835,20,530
APPI50256091401,18.15,764
APPI50258298023,18.4,364
APPI50266885825,15.25,2512
APPI50274976025,15.35,973
APPI50275834646,15.5,698
APPI50278942625,20,595
APPI50285429234,13.99,1489
APPI50289184446,18.15,764
APPI50289258814,18.4,1101
APPI50296744418,20,795
APPI50300741817,15.5,241
APPI50305937406,13,228
APPI50306778244,14.85,902
APPI50309164226,16.75,1236
APPI50309188246,15.75,701
APPI50311535013,14.85,1937
APPI50326552844,18.15,127
APPI50333446401,16.75,989
APPI50357319028,18.5,975
APPI50367205407,13,1046
APPI50411015619,15.5,1203
APPI50421052843,18.25,1149
APPI50425306042,20,874
APPI50438066223,16.25,245
APPI50446827619,13.5,1697
APPI50449884013,15.5,866
APPI50453037644,14.5,1447
APPI50483704201,20,768
APPI50487149844,16.75,1776
APPI50494667206,14.85,1470
APPI50496297831,20,265
APPI50498626808,15.75,846
APPI50542814602,15.5,349
APPI50547815647,20,509
APPI50555663219,14.85,902
APPI50561247824,17,1963
APPI50571791018,18.15,725
APPI50576414408,14.49,2233
APPI50577705006,13.75,2285
APPI50584097823,18.15,1178
APPI50600584416,13.75,2584
APPI50601721419,14.85,346
APPI50602973826,14.9,902
APPI50611044213,19.75,870
APPI50645947845,17,357
APPI50646805615,18.4,768
APPI50647588006,13.99,1163
APPI50657348008,31.5,811
APPI50684488444,18.25,511
APPI50690061605,20,848
APPI50691219222,16.75,575
APPI50700506834,18.25,1088
APPI50713762629,16.75,862
APPI50733559201,16.5,1573
APPI50742905604,31.5,907
APPI50744312806,28.5,833
APPI50748361231,18.5,1232
APPI50749081629,14.75,2082
APPI50775915631,13.5,1791
APPI50794951837,14.85,854
APPI50797956846,18.25,726
APPI50806533828,23.5,1993
APPI50811438028,24,785
APPI50811606022,20,509
APPI50813659037,20,1007
APPI50820515434,31.5,397
APPI50824864443,13.5,4061
APPI50831192628,15,476
APPI50839493224,15.5,1404
APPI50842691042,24,1122
APPI50858358036,28.5,968
APPI50858395231,13,683
APPI50860058406,20,926
APPI50878624819,18,181
APPI50897281042,16.25,734
APPI50906687621,32.5,1119
APPI50915368246,13.99,2213
APPI50921562018,13.5,3249
APPI50924248819,19,1193
APPI50927492212,15.5,698
APPI50931497246,18,1371
APPI50936215237,20,1018
APPI50941676412,15.25,904
APPI50986634614,14.85,1038
APPI50999506822,16.5,572
APPI60009493238,13.75,2314
APPI60014823218,31,1484
APPI60020277007,37,402
APPI60025671825,19.75,501
APPI60034172812,17,713
APPI60054234445,18.4,727
APPI60054327247,15,1252
APPI60054725434,14.85,1388
APPI60058509011,15.25,1196
APPI60071386204,20,1278
APPI60078514407,18.5,978
APPI60099105811,28.5,1370
APPI60108079404,18.4,512
APPI60164917228,20,265
APPI60168714228,35.5,785
APPI60195295638,20,265
APPI60198273646,14.75,484
APPI60209719012,16,1417
APPI60222625014,15.5,481
APPI60231396637,20,1248
APPI60249022817,27,1577
APPI60274258002,31.5,1217
APPI60297605034,31.5,885
APPI60299543846,16,490
APPI60305372834,31.5,701
APPI60321828645,31.5,775
APPI60353066218,16.25,933
APPI60365979419,24,652
APPI60372219429,18.25,500
APPI60382073237,17.5,754
APPI60401467621,35.5,588
APPI60402919023,13.5,2708
APPI60411295645,13.5,1354
APPI60425409624,15.5,1404
APPI60425835643,20,706
APPI60428544804,14.49,1035
APPI60450836644,31.5,811
APPI60484902843,20,1325
APPI60495853443,16.75,717
APPI60508038648,33,1133
APPI60513209631,20,530
APPI60527968818,35.5,785
APPI60543086433,14.85,692
APPI60543941413,35.5,746
APPI60546365247,14.85,1186
APPI60550373223,35.5,393
APPI60554683444,27,1920
APPI60562431029,18.4,680
APPI60570539836,35.5,707
APPI60578511209,18.25,885
APPI60593635804,18.15,1532
APPI60593713848,13,380
APPI60597231834,14.85,969
APPI60599495207,20,761
APPI60611373447,31.5,866
APPI60611417817,18.25,590
APPI60616685438,20,1272
APPI60635694842,20,409
APPI60653307627,15.25,1044
APPI60657142624,13,956
APPI60665908619,18.15,362
APPI60673515601,20,662
APPI60677301615,12.99,1797
APPI60680553039,13.99,1163
APPI60687104824,13.5,1150
APPI60695832237,14.25,659
APPI60704916644,18.25,945
APPI60705868434,13.25,2938
APPI60724127406,18.25,1098
APPI60732351613,16.75,1236
APPI60753682439,16.75,742
APPI60759136234,14.49,1505
APPI60770236211,20,1060
APPI60775255041,16.75,742
APPI60777907008,20,795
APPI60779825836,28.5,1258
APPI60787038804,13.49,170
APPI60790038022,18.4,1101
APPI60822805833,14.85,484
APPI60824011045,29,1913
APPI60831618223,14.85,346
APPI60841972602,20,662
APPI60878306849,18.15,725
APPI60885368029,15.25,1044
APPI60894149439,18.5,770
APPI60894588005,16.75,986
APPI60897696814,14.25,702
APPI60902633013,20,265
APPI60920503837,20,1003
APPI60933721649,14.85,519
APPI60961071031,13.99,1709
APPI60971086442,20,1527
APPI60984558432,15.25,1808
APPI60997786209,12.99,1570
APPI70023102607,31.5,567
APPI70044187833,28.5,1476
APPI70062068625,18,1048
APPI70072508812,18.4,256
APPI70078468036,14.85,2498
APPI70088156213,18.4,919
APPI70107574801,19.75,508
APPI70109462218,14.5,2823
APPI70146561227,13.99,2400
APPI70147462427,18.25,944
APPI70152783622,20,372
APPI70157294821,16.75,1822
APPI70161476216,14.25,857
APPI70174011618,16.75,862
APPI70181414233,28.5,1265
APPI70185924612,31.5,260
APPI70189269009,20,397
APPI70194975207,13.75,1759
APPI70198686003,15.75,1051
APPI70201134219,18.15,1532
APPI70244843836,20,1060
APPI70245491425,31.5,346
APPI70247776425,31.5,1070
APPI70258912827,18.4,473
APPI70259684842,13.5,2708
APPI70263904449,31.5,738
APPI70296502215,18.15,181
APPI70309085015,14.75,451
APPI70310839038,15.5,1203
APPI70315956806,15.5,1467
APPI70346788611,18.25,944
APPI70350022638,31,1352
APPI70363064822,14.5,1572
APPI70382586415,20,795
APPI70388646639,31.5,433
APPI70407742422,18.15,589
APPI70415881212,15.5,905
APPI70434281001,20,372
APPI70436218806,15.5,1047
APPI70437732632,31.5,1365
APPI70466693044,13.75,2122
APPI70477643849,31.5,1143
APPI70491486605,31.5,738
APPI70519179638,31.5,701
APPI70519368033,20,1378
APPI70524942245,20,768
APPI70535548843,14.85,1304
APPI70542243435,31.5,553
APPI70550539442,20,768
APPI70556366801,16.75,494
APPI70565074012,28.5,551
APPI70566291032,37,402
APPI70587015436,15.75,242
APPI70587034811,15.25,5980
APPI70589047449,15,3568
APPI70603273648,28.5,666
APPI70605519609,31.5,959
APPI70613327215,19,986
APPI70620778649,18.4,727
APPI70625062435,20,768
APPI70629982811,20,1007
APPI70632688848,15.5,1047
APPI70638965009,16.35,353
APPI70640162438,16.75,420
APPI70650131243,16.75,1206
APPI70651659844,18.5,744
APPI70657453624,18.25,1092
APPI70662084248,14.5,918
APPI70663275844,13,475
APPI70683948236,14.85,1186
APPI70684863049,13.99,233
APPI70699282225,13,1820
APPI70721965612,28.5,1265
APPI70724131436,15.25,904
APPI70724212444,15.5,722
APPI70727793228,12.99,2730
APPI70737521639,18.5,1155
APPI70743062203,12.99,2065
APPI70746153243,19,1382
APPI70751852428,13,3219
APPI70752218039,13,796
APPI70756106408,14.85,692
APPI70763906049,14.85,484
APPI70808394826,18.25,797
APPI70812725431,17,1740
APPI70823338629,24,921
APPI70826664634,22,1575
APPI70864883214,16.75,989
APPI70868204833,31.5,389
APPI70874784642,14.49,2237
APPI70891694418,24,1295
APPI70892095818,13.99,1025
APPI70917235424,15.5,633
APPI70927774002,18,889
APPI70928304028,13.75,2720
APPI70942154828,14.85,1518
APPI70949013412,20,1060
APPI70951765844,20,2570
APPI70956059241,15.25,280
APPI70965202449,30.5,1123
APPI70969564639,19,504
APPI70972353621,13.5,896
APPI70980722225,20,530
APPI70992021824,18.15,1237
APPI70995117847,20,1060
APPI80016625838,28.5,1195
APPI80027722224,15.5,481
APPI80039582009,20,1018
APPI80049645847,15.25,348
APPI80050144232,13.99,854
APPI80053148034,20,743
APPI80055629026,14.85,1423
APPI80061049444,20,254
APPI80074165626,15.25,861
APPI80088713627,14.85,1915
APPI80113436041,20,530
APPI80144063235,13.99,465
APPI80144346802,18.15,1266
APPI80167117205,14.85,427
APPI80171646819,16.25,1472
APPI80186851435,16.75,494
APPI80194035613,13.5,1150
APPI80199549826,13,1138
APPI80222976848,18.4,717
APPI80237049024,20,768
APPI80263661649,14.25,655
APPI80278975418,15.25,1739
APPI80283027007,15.5,1203
APPI80286802201,31.5,433
APPI80289134644,13.5,552
APPI80291515837,13.99,513
APPI80297949648,14.85,4151
APPI80305263021,27,1680
APPI80309443841,16.75,247
APPI80343898235,18.15,884
APPI80351955224,31.5,775
APPI80363132208,13.5,3451
APPI80375498223,15.25,1196
APPI80380942225,13,475
APPI80386729649,14.85,1388
APPI80388749214,13.5,713
APPI80395827438,18.15,1473
APPI80406706638,31.5,1475
APPI80428039218,13.99,1163
APPI80431529041,13.99,2326
APPI80432694233,20,520
APPI80440531409,16.75,862
APPI80448672224,31.5,1291
APPI80472699046,16.5,2458
APPI80479724849,20,874
APPI80482474027,37,417
APPI80492126441,18.4,896
APPI80519689434,18.15,1197
APPI80527295439,28.5,1103
APPI80555763639,13.99,1421
APPI80561634228,16.75,711
APPI80563527003,14.25,1895
APPI80571524007,17,494
APPI80577122037,20,821
APPI80583252803,13,475
APPI80584951246,20,874
APPI80589921421,18,1085
APPI80598037818,16.75,533
APPI80600488004,35.5,903
APPI80609046023,29.5,1506
APPI80621805608,16.75,1005
APPI80627618208,18.25,1001
APPI80628593212,13.99,683
APPI80646105003,16.75,986
APPI80655973816,14.85,726
APPI80662509834,15.1,1456
APPI80665614447,24,575
APPI80684274615,15.5,1419
APPI80685498814,13,951
APPI80690355811,13.49,230
APPI80719676208,15.25,837
APPI80729268441,13,939
APPI80734683812,12.99,4023
APPI80751751622,24,1438
APPI80752013211,14.85,2026
APPI80819015616,20,1019
APPI80822793407,14.85,2371
APPI80830434609,15.25,3588
APPI80836341435,18,1028
APPI80839949428,20,1018
APPI80845418816,18.5,642
APPI80847386014,35.5,314
APPI80864442805,31.5,369
APPI80871182612,14.5,482
APPI80877987002,16.5,1573
APPI80878417205,15.25,718
APPI80900966003,18.5,889
APPI80903121619,28.5,416
APPI80916764606,17.5,1784
APPI80946648418,13.99,342
APPI80948643603,18.4,1101
APPI80962335233,20,265
APPI80983271227,16.75,1236
APPI80990505249,15.75,564
APPI80991067639,14.85,1399
APPI90004041428,18,499
APPI90040662016,14.85,278
APPI90053467649,15.25,2181
APPI90055196642,15.5,349
APPI90066232808,18.4,973
APPI90069594629,13.99,1163
APPI90092409837,18.25,856
APPI90103574438,13.5,1703
APPI90115416842,18.25,894
APPI90117625032,14.25,343
APPI90123646225,17,1640
APPI90127298418,15.25,1627
APPI90127503027,14.85,474
APPI90157674811,18.25,255
APPI90169711011,16.75,493
APPI90170588032,14.85,968
APPI90194967835,31.5,1180
APPI90212939403,14.85,968
APPI90217644623,22,1575
APPI90231382648,13.5,339
APPI90232288008,18.25,1276
APPI90248366645,35.5,746
APPI90251933822,28.5,1406
APPI90259944425,16.75,493
APPI90263103449,32.5,1119
APPI90263517633,27,1783
APPI90264115612,31.5,454
APPI90269102016,17.5,1231
APPI90274208849,20,265
APPI90277635405,13.99,2322
APPI90280691224,13.99,960
APPI90291946043,31.5,907
APPI90293315209,16.75,493
APPI90294272438,13.75,2203
APPI90296856034,13.99,342
APPI90305852225,20,1060
APPI90313257441,14.85,2490
APPI90326501401,13.99,1639
APPI90333457843,32.5,1221
APPI90342697022,13.49,920
APPI90344516205,14.85,1487
APPI90362094415,15.25,559
APPI90402683833,15.25,478
APPI90408927443,13.99,698
APPI90409229604,16.75,1494
APPI90420346818,31.5,996
APPI90422334619,14.85,2706
APPI90426262402,31.5,996
APPI90438949025,15.5,768
APPI90445277631,14.49,1379
APPI90497298442,18.25,894
APPI90522918044,15.6,488
APPI90547465443,18.15,362
APPI90554278236,13,683
APPI90560791647,31.5,738
APPI90565513224,19,934
APPI90589611823,16.75,1206
APPI90596186045,37,232
APPI90609561037,31.5,688
APPI90655521204,20,503
APPI90662031437,14.49,1434
APPI90669096432,35.5,746
APPI90678749004,14.85,1749
APPI90680176232,16.75,1112
APPI90683232801,35.5,455
APPI90694115031,15.25,718
APPI90736788629,33,970
APPI90740592423,15.25,1739
APPI90749779647,18.25,590
APPI90760177605,24,1122
APPI90779227819,14.85,1388
APPI90790889839,12.99,1297
APPI90818895202,17,1094
APPI90819699435,18.4,872
APPI90830164012,20,483
APPI90831642644,16.75,766
APPI90831802407,15.5,1010
APPI90831859422,11.99,3159
APPI90832979637,17,1070
APPI90848355401,13.5,1058
APPI90848879206,18.25,915
APPI90856335619,28.5,1054
APPI90856679014,14.5,861
APPI90869789632,31.5,606
APPI90874432822,31.5,510
APPI90890628243,20,1298
APPI90893057215,31.5,885
APPI90897591644,13.99,273
APPI90900538216,32.5,438
APPI90904699606,15.5,1203
APPI90906681204,17,1483
APPI90907866219,32.5,983
APPI90913361643,15.5,505
APPI90924506021,20,743
APPI90924852446,20,926
APPI90927455403,28.5,1195
APPI90967621223,18.25,738
APPI90976577807,14.85,1730
APPI90991439018,18.4,592
APPI90995655032,13.75,2314
APPJ10010858335,15.25,839
APPJ10011682521,17.75,1462
APPJ10016708744,20,848
APPJ10018621938,15.25,2430
APPJ10034865548,35.5,228
